Sample   	JTAG        	CLK	TCK	TMS	TRST	TDI	TDO	HALT	 Timestamp
        0	0001001     	0  	0  	0  	1   	0  	0  	1   	      0 ps
        1	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.500 ns
        2	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.750 ns
        3	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
        4	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
        5	0001011     	0  	0  	0  	1   	0  	1  	1   	270.875 ns
        6	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
        7	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
        8	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
        9	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       10	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       11	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       12	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
       13	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
       14	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       15	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
       16	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       17	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
       18	0001011     	0  	0  	0  	1   	0  	1  	1   	333.250 ns
       19	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       20	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       21	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       22	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       23	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       24	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       25	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
       26	0001101     	0  	0  	0  	1   	1  	0  	1   	250.000 ns
       27	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       28	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       29	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
       30	0001111     	0  	0  	0  	1   	1  	1  	1   	 41.625 ns
       31	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       32	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       33	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       34	0001101     	0  	0  	0  	1   	1  	0  	1   	250.125 ns
       35	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       36	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       37	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
       38	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       39	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       40	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       41	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.875 ns
       42	0001001     	0  	0  	0  	1   	0  	0  	1   	374.875 ns
       43	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
       44	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       45	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       46	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       47	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       48	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       49	0011001     	0  	0  	1  	1   	0  	0  	1   	375.125 ns
       50	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       51	0011001     	0  	0  	1  	1   	0  	0  	1   	<95,875 us
       52	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       53	0011101     	0  	0  	1  	1   	1  	0  	1   	270.875 ns
       54	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
       55	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       56	0001001     	0  	0  	0  	1   	0  	0  	1   	<44,750 us
       57	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
       58	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.750 ns
       59	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       60	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
       61	0001011     	0  	0  	0  	1   	0  	1  	1   	270.875 ns
       62	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       63	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       64	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       65	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       66	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       67	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       68	0011101     	0  	0  	1  	1   	1  	0  	1   	271.000 ns
       69	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
       70	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       71	0011001     	0  	0  	1  	1   	0  	0  	1   	270.750 ns
       72	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       73	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       74	0001001     	0  	0  	0  	1   	0  	0  	1   	333.375 ns
       75	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       76	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       77	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.500 ns
       78	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
       79	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
       80	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       81	0001111     	0  	0  	0  	1   	1  	1  	1   	 41.750 ns
       82	0001001     	0  	0  	0  	1   	0  	0  	1   	250.000 ns
       83	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
       84	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       85	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       86	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       87	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
       88	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
       89	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
       90	0001001     	0  	0  	0  	1   	0  	0  	1   	250.000 ns
       91	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       92	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
       93	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
       94	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       95	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
       96	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       97	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
       98	0001011     	0  	0  	0  	1   	0  	1  	1   	250.125 ns
       99	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.500 ns
      100	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      101	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      102	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      103	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      104	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      105	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      106	0011001     	0  	0  	1  	1   	0  	0  	1   	375.000 ns
      107	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      108	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      109	0001001     	0  	0  	0  	1   	0  	0  	1   	<61,500 us
      110	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      111	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      112	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      113	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      114	0001011     	0  	0  	0  	1   	0  	1  	1   	271.000 ns
      115	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      116	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      117	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      118	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      119	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      120	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      121	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
      122	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      123	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      124	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
      125	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      126	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      127	0001011     	0  	0  	0  	1   	0  	1  	1   	333.375 ns
      128	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      129	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      130	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      131	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      132	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      133	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      134	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      135	0001001     	0  	0  	0  	1   	0  	0  	1   	250.000 ns
      136	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      137	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      138	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      139	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      140	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      141	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      142	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      143	0001001     	0  	0  	0  	1   	0  	0  	1   	250.000 ns
      144	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      145	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      146	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      147	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      148	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      149	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      150	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      151	0001001     	0  	0  	0  	1   	0  	0  	1   	375.000 ns
      152	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      153	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      154	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      155	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      156	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      157	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      158	0011001     	0  	0  	1  	1   	0  	0  	1   	375.000 ns
      159	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      160	0011001     	0  	0  	1  	1   	0  	0  	1   	<32,500 us
      161	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      162	0011101     	0  	0  	1  	1   	1  	0  	1   	270.875 ns
      163	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
      164	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      165	0001001     	0  	0  	0  	1   	0  	0  	1   	<74,000 us
      166	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      167	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      168	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      169	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      170	0001011     	0  	0  	0  	1   	0  	1  	1   	271.000 ns
      171	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      172	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      173	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      174	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      175	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      176	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      177	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
      178	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      179	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      180	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
      181	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      182	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      183	0001011     	0  	0  	0  	1   	0  	1  	1   	333.375 ns
      184	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      185	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      186	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      187	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      188	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      189	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      190	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      191	0001101     	0  	0  	0  	1   	1  	0  	1   	249.875 ns
      192	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      193	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      194	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      195	0001111     	0  	0  	0  	1   	1  	1  	1   	 41.625 ns
      196	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      197	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      198	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      199	0001101     	0  	0  	0  	1   	1  	0  	1   	250.125 ns
      200	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      201	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      202	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      203	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      204	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      205	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      206	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      207	0001001     	0  	0  	0  	1   	0  	0  	1   	375.000 ns
      208	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      209	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      210	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      211	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      212	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      213	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      214	0011001     	0  	0  	1  	1   	0  	0  	1   	374.875 ns
      215	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      216	0011001     	0  	0  	1  	1   	0  	0  	1   	<11,625 us
      217	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      218	0011101     	0  	0  	1  	1   	1  	0  	1   	270.750 ns
      219	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
      220	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      221	0001001     	0  	0  	0  	1   	0  	0  	1   	<03,000 us
      222	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      223	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.750 ns
      224	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      225	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      226	0001011     	0  	0  	0  	1   	0  	1  	1   	270.875 ns
      227	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      228	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      229	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      230	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      231	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      232	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      233	0011101     	0  	0  	1  	1   	1  	0  	1   	271.000 ns
      234	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.500 ns
      235	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      236	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
      237	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      238	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      239	0001001     	0  	0  	0  	1   	0  	0  	1   	333.375 ns
      240	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      241	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      242	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      243	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      244	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      245	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      246	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      247	0001001     	0  	0  	0  	1   	0  	0  	1   	249.875 ns
      248	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      249	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      250	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      251	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      252	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      253	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      254	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      255	0001001     	0  	0  	0  	1   	0  	0  	1   	250.125 ns
      256	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      257	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.750 ns
      258	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      259	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      260	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      261	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      262	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      263	0001011     	0  	0  	0  	1   	0  	1  	1   	250.125 ns
      264	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      265	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      266	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      267	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      268	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      269	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      270	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      271	0011001     	0  	0  	1  	1   	0  	0  	1   	375.000 ns
      272	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      273	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      274	0001001     	0  	0  	0  	1   	0  	0  	1   	<19,750 us
      275	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      276	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      277	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      278	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      279	0001011     	0  	0  	0  	1   	0  	1  	1   	270.875 ns
      280	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      281	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      282	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      283	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      284	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      285	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      286	0011101     	0  	0  	1  	1   	1  	0  	1   	271.000 ns
      287	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.625 ns
      288	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      289	0011001     	0  	0  	1  	1   	0  	0  	1   	270.750 ns
      290	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      291	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      292	0001001     	0  	0  	0  	1   	0  	0  	1   	333.375 ns
      293	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      294	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      295	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      296	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      297	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      298	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      299	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      300	0001001     	0  	0  	0  	1   	0  	0  	1   	125.000 ns
      301	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      302	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      303	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      304	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      305	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      306	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      307	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      308	0001001     	0  	0  	0  	1   	0  	0  	1   	125.000 ns
      309	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      310	0001011     	0  	0  	0  	1   	0  	1  	1   	 41.625 ns
      311	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      312	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      313	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      314	0001111     	0  	0  	0  	1   	1  	1  	1   	 41.625 ns
      315	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      316	0001111     	0  	0  	0  	1   	1  	1  	1   	125.000 ns
      317	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      318	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      319	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      320	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      321	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      322	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      323	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      324	0011101     	0  	0  	1  	1   	1  	0  	1   	271.000 ns
      325	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.500 ns
      326	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      327	0001001     	0  	0  	0  	1   	0  	0  	1   	270.875 ns
      328	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      329	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.625 ns
      330	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      331	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      332	0001011     	0  	0  	0  	1   	0  	1  	1   	270.875 ns
      333	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      334	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      335	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      336	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      337	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      338	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      339	0011001     	0  	0  	1  	1   	0  	0  	1   	271.000 ns
      340	0011001     	0  	0  	1  	1   	0  	0  	1   	 41.500 ns
      341	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      342	0011001     	0  	0  	1  	1   	0  	0  	1   	270.875 ns
      343	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      344	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      345	0001011     	0  	0  	0  	1   	0  	1  	1   	333.375 ns
      346	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      347	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      348	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      349	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      350	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      351	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      352	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      353	0001001     	0  	0  	0  	1   	0  	0  	1   	125.000 ns
      354	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      355	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.500 ns
      356	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.875 ns
      357	0001111     	0  	0  	0  	1   	1  	1  	1   	 41.625 ns
      358	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      359	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      360	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      361	0001101     	0  	0  	0  	1   	1  	0  	1   	125.000 ns
      362	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      363	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      364	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      365	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      366	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      367	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      368	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.750 ns
      369	0001001     	0  	0  	0  	1   	0  	0  	1   	125.000 ns
      370	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      371	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      372	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.500 ns
      373	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.750 ns
      374	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      375	0001101     	0  	0  	0  	1   	1  	0  	1   	 41.625 ns
      376	0001001     	0  	0  	0  	1   	0  	0  	1   	 41.625 ns
      377	0011101     	0  	0  	1  	1   	1  	0  	1   	271.000 ns
      378	0011101     	0  	0  	1  	1   	1  	0  	1   	 41.500 ns
